symbol,area,owning_interface,task,occurrences,files,note
SDL_main,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,3,1,entrypoint
SDL_InitHapticRumble,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,2,1,subsystem lifecycle
SDL_INIT_GAMEPAD,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,1,1,init flag
SDL_INIT_HAPTIC,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,1,1,init flag
SDL_INIT_INTERFACE,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,1,1,init flag
SDL_INIT_SENSOR,lifecycle,IPlatform::Initialize/Shutdown,PLAT-29,1,1,init flag
SDL_Log,logging,CNA Logger,PLAT-53,16,2,logging
SDL_LogPriority,logging,CNA Logger,PLAT-53,2,1,logging
SDL_SetLogOutputFunction,logging,CNA Logger,PLAT-53,2,1,logging
SDL_GetLogOutputFunction,logging,CNA Logger,PLAT-53,1,1,logging
SDL_LOG_PRIORITY_WARN,logging,CNA Logger,PLAT-53,1,1,logging
SDL_LogOutputFunction,logging,CNA Logger,PLAT-53,1,1,logging
SDL_GetPointerProperty,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,15,5,property access
SDL_PROP_WINDOW_WIN32_HWND_POINTER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,11,11,native window property
SDL_PropertiesID,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,10,7,property set handle
SDL_SetNumberProperty,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,8,4,property access
SDL_GetWindowProperties,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,5,5,property access
SDL_CreateProperties,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,4,4,property access
SDL_DestroyProperties,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,4,4,property access
SDL_GetBooleanProperty,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,3,1,property access
SDL_GetNumberProperty,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,3,3,property access
SDL_PROP_WINDOW_ANDROID_WINDOW_POINTER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,2,2,native window property
SDL_PROP_WINDOW_COCOA_WINDOW_POINTER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,2,2,native window property
SDL_PROP_WINDOW_WAYLAND_DISPLAY_POINTER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,2,2,native window property
SDL_PROP_WINDOW_WAYLAND_SURFACE_POINTER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,2,2,native window property
SDL_PROP_WINDOW_X11_DISPLAY_POINTER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,2,2,native window property
SDL_PROP_WINDOW_X11_WINDOW_NUMBER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,2,2,native window property
SDL_GetGamepadProperties,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,property access
SDL_PROP_GAMEPAD_CAP_RGB_LED_BOOLEAN,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,SDL property key
SDL_PROP_GAMEPAD_CAP_RUMBLE_BOOLEAN,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,SDL property key
SDL_PROP_GAMEPAD_CAP_TRIGGER_RUMBLE_BOOLEAN,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,SDL property key
SDL_PROP_TEXTINPUT_TYPE_NUMBER,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,SDL property key
SDL_SetBooleanProperty,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,property access
SDL_SetPointerPropertyWithCleanup,native-handle,NativeWindowHandle,PLAT-13/PLAT-14/PLAT-32,1,1,property access
SDL_free,none,-,-,18,6,allocator/string/math shim
SDL_GetEnvironment,none,-,-,5,2,environment: C++/CNA config path is used instead
SDL_MAJOR_VERSION,none,-,-,5,4,version/assert macros
SDL_SetEnvironmentVariable,none,-,-,4,2,environment: C++/CNA config path is used instead
SDL_h_,none,-,-,3,3,SDL header include with no CNA contract
SDL_stdinc,none,-,-,3,3,SDL header include with no CNA contract
SDL_strcmp,none,-,-,3,1,allocator/string/math shim
SDL_MICRO_VERSION,none,-,-,2,1,version/assert macros
SDL_MINOR_VERSION,none,-,-,2,1,version/assert macros
SDL_PLATFORM_ANDROID,none,-,-,2,2,SDL OS-detection macro; CNA uses its own build-system detection
SDL_aligned_free,none,-,-,2,2,SDL-internal allocator/object bookkeeping
SDL_error,none,-,-,2,2,SDL header include with no CNA contract
SDL_FUNCTION,none,-,-,1,1,allocator/string/math shim
SDL_GUIDToString,none,-,-,1,1,GUID/endian/CRC helper
SDL_PLATFORM_LINUX,none,-,-,1,1,SDL OS-detection macro; CNA uses its own build-system detection
SDL_PLATFORM_MACOS,none,-,-,1,1,SDL OS-detection macro; CNA uses its own build-system detection
SDL_PLATFORM_WINDOWS,none,-,-,1,1,SDL OS-detection macro; CNA uses its own build-system detection
SDL_UnsetEnvironmentVariable,none,-,-,1,1,environment: C++/CNA config path is used instead
SDL_VERSION,none,-,-,1,1,version/assert macros
SDL_getenv,none,-,-,1,1,environment: C++/CNA config path is used instead
SDL_max,none,-,-,1,1,allocator/string/math shim
SDL_properties,none,-,-,1,1,SDL header include with no CNA contract
SDL_PIXELFORMAT_RGBA32,pixel-format,CNA graphics types,PLAT-64/PLAT-65,14,6,pixel format
SDL_BlendFactor,pixel-format,CNA graphics types,PLAT-64/PLAT-65,11,3,blend mode
SDL_BLENDMODE_BLEND,pixel-format,CNA graphics types,PLAT-64/PLAT-65,10,4,blend mode
SDL_ComposeCustomBlendMode,pixel-format,CNA graphics types,PLAT-64/PLAT-65,10,5,blend mode
SDL_FRect,pixel-format,CNA graphics types,PLAT-64/PLAT-65,10,3,geometry vocabulary
SDL_FColor,pixel-format,CNA graphics types,PLAT-64/PLAT-65,9,2,color
SDL_Rect,pixel-format,CNA graphics types,PLAT-64/PLAT-65,9,4,geometry vocabulary
SDL_Surface,pixel-format,CNA graphics types,PLAT-64/PLAT-65,8,3,surface
SDL_DestroySurface,pixel-format,CNA graphics types,PLAT-64/PLAT-65,7,2,surface
SDL_SCALEMODE_LINEAR,pixel-format,CNA graphics types,PLAT-64/PLAT-65,7,5,surface
SDL_SCALEMODE_NEAREST,pixel-format,CNA graphics types,PLAT-64/PLAT-65,7,5,surface
SDL_ScaleMode,pixel-format,CNA graphics types,PLAT-64/PLAT-65,6,4,surface
SDL_BlendMode,pixel-format,CNA graphics types,PLAT-64/PLAT-65,5,3,blend mode
SDL_BlendOperation,pixel-format,CNA graphics types,PLAT-64/PLAT-65,4,3,blend mode
SDL_FPoint,pixel-format,CNA graphics types,PLAT-64/PLAT-65,4,1,geometry vocabulary
SDL_ConvertSurface,pixel-format,CNA graphics types,PLAT-64/PLAT-65,3,1,surface
SDL_FLIP_HORIZONTAL_AND_VERTICAL,pixel-format,CNA graphics types,PLAT-64/PLAT-65,3,1,surface
SDL_FlipMode,pixel-format,CNA graphics types,PLAT-64/PLAT-65,3,2,surface
SDL_BLENDMODE_ADD,pixel-format,CNA graphics types,PLAT-64/PLAT-65,2,2,blend mode
SDL_BLENDMODE_NONE,pixel-format,CNA graphics types,PLAT-64/PLAT-65,2,2,blend mode
SDL_BLENDOPERATION_ADD,pixel-format,CNA graphics types,PLAT-64/PLAT-65,2,2,blend mode
SDL_FLIP_HORIZONTAL,pixel-format,CNA graphics types,PLAT-64/PLAT-65,2,1,surface
SDL_FLIP_VERTICAL,pixel-format,CNA graphics types,PLAT-64/PLAT-65,2,1,surface
SDL_BLENDFACTOR_DST_ALPHA,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_DST_COLOR,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_ONE,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_ONE_MINUS_DST_ALPHA,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_ONE_MINUS_DST_COLOR,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_ONE_MINUS_SRC_ALPHA,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_ONE_MINUS_SRC_COLOR,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_SRC_ALPHA,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_SRC_COLOR,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDFACTOR_ZERO,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDMODE_BLEND_PREMULTIPLIED,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDOPERATION_MAXIMUM,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDOPERATION_MINIMUM,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDOPERATION_REV_SUBTRACT,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_BLENDOPERATION_SUBTRACT,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,blend mode
SDL_CreateSurfaceFrom,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,surface
SDL_FLIP_NONE,pixel-format,CNA graphics types,PLAT-64/PLAT-65,1,1,surface
SDL_Renderer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,308,111,SDL_Renderer object/API
SDL_GPUTextureFormat,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,100,2,SDL_GPU renderer API
SDL_GPUGraphicsPipeline,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,89,2,SDL_GPU renderer API
SDL_gpu,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,60,12,SDL header include
SDL_RenderReadPixels,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,55,50,SDL_Renderer draw call
SDL_GPUSampleCount,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,51,3,SDL_GPU renderer API
SDL_GPUCommandBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,48,2,SDL_GPU renderer API
SDL_GPUTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,46,4,SDL_GPU renderer API
SDL_ReleaseGPUTransferBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,44,1,SDL_GPU resource API
SDL_GetRenderer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,38,16,SDL_Renderer object/API
SDL_GPUPrimitiveType,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,34,2,SDL_GPU renderer API
SDL_GPURenderPass,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,32,2,SDL_GPU renderer API
SDL_GPUBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,31,2,SDL_GPU renderer API
SDL_GPUShader,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,30,2,SDL_GPU renderer API
SDL_GPUShaderCreateInfo,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,26,1,SDL_GPU renderer API
SDL_GPU_SHADERFORMAT_SPIRV,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,26,1,SDL_GPU renderer API
SDL_PushGPUVertexUniformData,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,25,3,SDL_GPU command/pass API
SDL_GPUDevice,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,24,5,SDL_GPU renderer API
SDL_GPU_TEXTUREFORMAT_INVALID,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,23,2,SDL_GPU renderer API
SDL_Texture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,23,9,SDL_Renderer texture
SDL_AcquireGPUCommandBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,22,1,SDL_GPU command/pass API
SDL_GPU_SAMPLECOUNT_1,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,18,3,SDL_GPU renderer API
SDL_GPUBufferBinding,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,17,1,SDL_GPU renderer API
SDL_MapGPUTransferBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,17,1,SDL_GPU command/pass API
SDL_ReleaseGPUTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,17,3,SDL_GPU resource API
SDL_GPU_LOADOP_CLEAR,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,16,2,SDL_GPU renderer API
SDL_GPUColorTargetInfo,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,15,7,SDL_GPU renderer API
SDL_GPUCopyPass,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,15,1,SDL_GPU renderer API
SDL_GPUGraphicsPipelineCreateInfo,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,15,3,SDL_GPU renderer API
SDL_GPU_SHADERSTAGE_VERTEX,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,15,1,SDL_GPU renderer API
SDL_GPU_VERTEXELEMENTFORMAT_FLOAT3,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,15,1,SDL_GPU renderer API
SDL_SubmitGPUCommandBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,15,2,SDL_GPU command/pass API
SDL_GPUColorTargetDescription,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,14,1,SDL_GPU renderer API
SDL_GPUVertexAttribute,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,14,2,SDL_GPU renderer API
SDL_GPU_PRIMITIVETYPE_TRIANGLELIST,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,14,2,SDL_GPU renderer API
SDL_GPU_TEXTURETYPE_2D,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,14,3,SDL_GPU renderer API
SDL_GPU_VERTEXELEMENTFORMAT_FLOAT2,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,14,1,SDL_GPU renderer API
SDL_GPU_FILTER_LINEAR,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,13,1,SDL_GPU renderer API
SDL_BeginGPUCopyPass,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU command/pass API
SDL_CreateGPUTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,2,SDL_GPU resource API
SDL_CreateGPUTransferBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU resource API
SDL_DrawGPUIndexedPrimitives,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,2,SDL_GPU command/pass API
SDL_GPUTransferBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU renderer API
SDL_GPUTransferBufferCreateInfo,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU renderer API
SDL_GPUVertexBufferDescription,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU renderer API
SDL_GPU_LOADOP_LOAD,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,2,SDL_GPU renderer API
SDL_GPU_VERTEXINPUTRATE_VERTEX,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU renderer API
SDL_PushGPUFragmentUniformData,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU command/pass API
SDL_RenderTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,7,SDL_Renderer draw call
SDL_SetGPUStencilReference,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,2,SDL_GPU resource API
SDL_UnmapGPUTransferBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,12,1,SDL_GPU command/pass API
SDL_EndGPUCopyPass,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,11,1,SDL_GPU command/pass API
SDL_GPUTextureCreateInfo,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,11,1,SDL_GPU renderer API
SDL_GPUTextureRegion,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,11,2,SDL_GPU renderer API
SDL_GetRenderOutputSize,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,11,6,SDL_Renderer state
SDL_SetRenderVSync,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,11,4,SDL_Renderer state
SDL_BindGPUGraphicsPipeline,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,10,1,SDL_GPU command/pass API
SDL_GPU_BUFFERUSAGE_VERTEX,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,10,1,SDL_GPU renderer API
SDL_GPU_SHADERSTAGE_FRAGMENT,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,10,1,SDL_GPU renderer API
SDL_ReleaseGPUBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,10,2,SDL_GPU resource API
SDL_SubmitGPUCommandBufferAndAcquireFence,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,10,1,SDL_GPU command/pass API
SDL_UpdateTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,10,7,SDL_Renderer texture
SDL_BindGPUFragmentSamplers,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,2,SDL_GPU command/pass API
SDL_BindGPUVertexBuffers,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,1,SDL_GPU command/pass API
SDL_DestroyTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,4,SDL_Renderer texture
SDL_DownloadFromGPUTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,2,SDL_GPU API
SDL_DrawGPUPrimitives,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,1,SDL_GPU command/pass API
SDL_GPU_BUFFERUSAGE_INDEX,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,1,SDL_GPU renderer API
SDL_GPU_FILTER_NEAREST,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,1,SDL_GPU renderer API
SDL_GPU_STOREOP_STORE,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,1,SDL_GPU renderer API
SDL_LOGICAL_PRESENTATION_LETTERBOX,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,6,SDL_Renderer constant
SDL_SetGPUScissor,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,4,SDL_GPU resource API
SDL_SetTextureScaleMode,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,9,5,SDL_Renderer texture
SDL_BindGPUIndexBuffer,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,1,SDL_GPU command/pass API
SDL_CreateTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,6,SDL_Renderer texture
SDL_GPUSampler,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,2,SDL_GPU renderer API
SDL_GPUTextureSamplerBinding,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,1,SDL_GPU renderer API
SDL_GPUTextureTransferInfo,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,1,SDL_GPU renderer API
SDL_GPU_INDEXELEMENTSIZE_16BIT,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,1,SDL_GPU renderer API
SDL_GPU_INDEXELEMENTSIZE_32BIT,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,1,SDL_GPU renderer API
SDL_GPU_TEXTURETYPE_CUBE,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,4,SDL_GPU renderer API
SDL_RenderTextureRotated,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,4,SDL_Renderer draw call
SDL_SetRenderTarget,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,8,3,SDL_Renderer state
SDL_BeginGPURenderPass,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,4,SDL_GPU command/pass API
SDL_CreateGPUShader,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,3,SDL_GPU resource API
SDL_GPU_STOREOP_RESOLVE_AND_STORE,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,3,SDL_GPU renderer API
SDL_GPU_TEXTUREFORMAT_R8G8B8A8_UNORM,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,1,SDL_GPU renderer API
SDL_GPU_TEXTUREUSAGE_DEPTH_STENCIL_TARGET,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,2,SDL_GPU renderer API
SDL_GPU_TEXTUREUSAGE_SAMPLER,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,1,SDL_GPU renderer API
SDL_GPU_TRANSFERBUFFERUSAGE_UPLOAD,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,1,SDL_GPU renderer API
SDL_ReleaseGPUShader,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,1,SDL_GPU resource API
SDL_RenderTextureAffine,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,4,SDL_Renderer draw call
SDL_SetGPUViewport,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,3,SDL_GPU resource API
SDL_UploadToGPUTexture,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,7,3,SDL_GPU API
SDL_ClaimWindowForGPUDevice,sdl-renderer-specific,"allowlisted renderers (SDL_RENDERER, SDL_GPU, FNA3D)",PLAT-3/PLAT-76,6,2,SDL_GPU API
